,opeidstring,school,pellrecip_2014,pellrecip_2015,pellrecip_2006,pellrecip_2007,pellrecip_2008,pellrecip_2009,pellrecip_2010,pellrecip_2011,pellrecip_2012,pellrecip_2013,pelldisburse_2014,pelldisburse_2015,pelldisburse_2006,pelldisburse_2007,pelldisburse_2008,pelldisburse_2009,pelldisburse_2010,pelldisburse_2011,pelldisburse_2012,pelldisburse_2013,seogrecip_2014,seogdisburse_2014,seogdisburse_2007,seogdisburse_2008,seogdisburse_2009,seogdisburse_2010,seogdisburse_2011,seogdisburse_2012,seogdisburse_2013,seogrecip_2007,seogrecip_2008,seogrecip_2009,seogrecip_2010,seogrecip_2011,seogrecip_2012,seogrecip_2013,teachrecip_2014,teachdisburse_2014,teachrecip_2015,teachdisburse_2015,teachdisburse_2009,teachdisburse_2010,teachdisburse_2011,teachdisburse_2012,teachrecip_2009,teachrecip_2010,teachrecip_2011,teachrecip_2012,iraqrecip_2014,iraqdisburse_2014,iraqrecip_2015,iraqdisburse_2015,workrecip_2014,workdisburse_2014,workdisburse_2007,workdisburse_2008,workdisburse_2009,workdisburse_2010,workdisburse_2011,workdisburse_2012,workdisburse_2013,workrecip_2007,workrecip_2008,workrecip_2009,workrecip_2010,workrecip_2011,workrecip_2012,workrecip_2013,avepell_2014,avepell_2013,avepell_2008,avepell_2009,avepell_2010,avepell_2011,avepell_2012,pellperc_2014,pellperc_2013,pellperc_2008,pellperc_2009,pellperc_2010,pellperc_2011,pellperc_2012,totalpellperc_2009,totalpellperc_2010,totalpellperc_2011,totalpellperc_2012,statelocalaidperc_2014,avestatelocalaid_2014,statelocalaidperc_2013,avestatelocalaid_2013,avestatelocalaid_2006,avestatelocalaid_2007,avestatelocalaid_2008,avestatelocalaid_2009,avestatelocalaid_2010,avestatelocalaid_2011,avestatelocalaid_2012,statelocalaidperc_2006,statelocalaidperc_2007,statelocalaidperc_2008,statelocalaidperc_2009,statelocalaidperc_2010,statelocalaidperc_2011,statelocalaidperc_2012
4683,2220500,Gods Bible School and College,NA,1,124,107,115,120,149,167,167,154,NA,1245,321446,289089,365400,431268,591670,622482,667553,587134,21,8140,NA,NA,NA,NA,NA,12075,7537,NA,NA,NA,NA,0,24,22,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,16798,NA,NA,NA,NA,NA,18321,13610,NA,NA,NA,NA,0,6,6,4195,4318,3494,3812,4407,3893,4084,0.66,0.67,0.63,0.610000014,0.6,0.68,0.59,0.41,0.49,0.5,0.52,0.14,1103,0.18,992,2092,3573,3305,2725,231,192,742,0.370000005,0.079999998,0.16,0.090000004,0.17,0.15,0.11
4684,2220800,Career and Technology Education Centers of Licking County,37,44,35,52,51,61,118,139,114,130,79357,98116,80643,130271,112735,175004,426913,466765,369623,384677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3679,3560,2168,3105,5105,3598,3975,0.71,0.74,0.53,0.419999987,0.44,0.73,0.83,0.06,0.07,0.22,0.28,0,NA,0.06,4716,1513,2208,1265,2050,2978,3329,3000,0.519999981,0.589999974,0.46,0.02,0.06,0.02,0.06
4685,2220900,Cossatot Community College of the University of Arkansas,115,96,493,543,661,636,838,891,817,783,153065.63,149923.31,1190796,1334880,1768644,1913327,2980371,3486467,2883445,2841578,112,25400,15400,19900,24500,27500,23900,27600,24800,59,78,74,132,85,106,79,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,25719,27213,25541,27610,46088,32065,32250,32219,22,21,22,23,18,17,19,4947,4915,3452,3904,4893,4738,4834,0.59,0.7,0.74,0.720000029,0.76,0.7,0.75,0.35,0.4,0.39,0.41,0.49,1978,0.59,2321,2194,1770,1782,1771,1521,2219,2175,0.150000006,0.400000006,0.48,0.310000002,0.34,0.49,0.44
4686,2221300,Marinello Schools of Beauty-Moreno Valley,131,81,226,233,283,399,484,543,624,390,311872.37,188063,587899,558608,777005,1311943,2091365,2410134,2212458,1471016,280,36284,18256,32386,31737,41886,58470,44115,39796,95,137,167,178,245,268,220,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4319,3865,3034,4316,5115,4387,4076,0.91,0.82,0.77,0.819999993,0.84,0.73,0.88,0.75,0.77,0.69,0.8,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4687,2222000,American Film Institute Conservatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
4688,2222700,Francis Tuttle Technology Center,94,85,328,306,333,364,468,510,581,490,183675,157468,709677,690483,789860,994105,1692847,1761794,1806162,1510217,308,18220,28301,22178,20063,23754,19390,16502,19798,48,160,173,173,273,234,303,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15,23658,18361,21922,9115,14750,14054,16186,15146,14,19,9,7,6,7,11,3979,3663,2499,3110,3784,4210,3965,0.47,0.49,0.38,0.419999987,0.38,0.47,0.52,0.11,0.17,0.19,0.23,0.08,1004,0.08,645,711,522,626,799,767,678,978,0.150000006,0.100000002,0.17,0.129999995,0.09,0.1,0.06
4689,2222900,International Air and Hospitality Academy,178,137,187,177,284,275,547,461,486,464,418680.21,346454.36,322650,333996,538626,732197,1961648,1681363,1733858,1503397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3607,3199,2228,3266,3411,3446,3340,0.75,0.7,0.71,0.509999991,0.69,0.7,0.67,0.58,0.63,0.66,0.75,0.21,1886,0.23,1189,1858,2144,1857,1668,2199,1725,894,0.109999999,0.119999997,0.13,0.039999999,0,0.26,0.21
4690,2223300,Northeast Catholic College,NA,0,NA,NA,NA,10,28,26,27,NA,NA,0,NA,NA,NA,40160,113726,106627,113300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2811,4625,4650,4588,0,NA,0,0.100000002,0.42,0.25,0.29,0.14,0.4,0.45,0.46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,0,NA,0,0,0,0,0.07
4691,2223700,Robert Fiance Beauty Schools-West New York,68,92,135,79,110,177,239,232,201,197,157695.12,226543.89,292491,194574,296782,455125,799353,769714,648947,620656,56,15031,12684,14451,11017,11577,27149,20695,20587,19,59,26,26,56,66,63,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4018,3803,2254,3247,4503,4233,4584,0.72,0.79,0.55,0.589999974,0.8,0.86,0.85,0.57,0.61,0.64,0.49,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4692,2223900,Drake College of Business-Elizabeth,945,104,1130,1175,1452,3954,4133,3569,3590,3318,2647956,293616,2845512,2962695,3942012,13267531,15813336,14242490,14731108,13850111,NA,NA,59013,42929,25625,NA,NA,NA,NA,461,320,195,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,5445,5430,3850,3870,4250,5375,5400,1,1,0.91,0.910000026,0.94,0.99,0.99,0.96,0.9,1,0.99,0,NA,0,NA,3000,4000,4000,4000,4000,NA,NA,0.090000004,0.140000001,0.16,0.100000002,0.03,0,0
4693,2223902,Drake College of Business-Newark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5445,5430,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4694,2224600,Tri-State Cosmetology Institute,60,69,366,340,364,380,327,323,285,207,131881.63,152188.37,804902,782601,923411,1062110,1144135,1401059,975421,727245,75,21111,57289,23911,27119,24237,25821,22184,22672,100,45,97,114,129,115,91,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4272,3704,2867,4408,4623,4527,4042,0.76,0.92,0.79,0.899999976,0.89,0.92,0.96,0.59,0.69,0.79,0.6,0.17,8006,0.08,6470,NA,NA,2558,2933,5877,5274,4349,0,0,0.01,0.150000006,0.07,0.04,0.08
4695,2226000,East Los Angeles College,3145,3052,4416,4432,4792,6295,8549,11043,12320,11568,4574521.31,4359978.14,11062650,11448083,13345614,19029900,29676995,40296392,40781103,38517754,1246,439800,365333,363000,339200,322763,334871,402885,403800,1053,1041,966,896,926,1090,1110,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,121,414494,352447,415918,292204,371857,422205,414856,466297,125,141,92,123,129,121,143,4626,4515,3415,3731,4434,4658,4430,0.52,0.59,0.28,0.629999995,0.5,0.58,0.62,0.16,0.2,0.26,0.29,0.69,1525,0.75,1413,1007,905,781,776,850,974,1235,0.680000007,0.660000026,0.47,0.879999995,0.72,0.7,0.75
4696,2227800,Mitchells Hairstyling Academy-Goldsboro,2,7,NA,2,3,NA,6,6,2,1,5646,14368,NA,594,7507,NA,36127,15598,3615,2886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2823,NA,3750,2413,2413,2330,1808,0.5,0,1,1,1,1,0.5,1,1,1,0.4,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
4697,2228100,Steven Papageorge Hair Academy,22,19,80,75,62,66,58,32,40,36,61620,70300,226754,215707,191123,221396,199567,106508,155555,132477,NA,NA,7093,6420,6255,4179,NA,NA,NA,16,13,11,18,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,4945,5475,3778,4316,4578,5500,4297,0.58,0.55,0.73,0.819999993,0.64,0.67,0.62,0.49,0.67,0.37,0.47,0,NA,0,NA,NA,515,NA,NA,NA,NA,NA,0,0.200000003,0,0,0,0,0
4698,2228300,Lake Technical College,110,100,114,126,133,177,197,248,281,292,246181.26,232626.67,237060,272279,331028,470723,665803,762783,935405,916044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4130,3130,2489,2659,2515,3065,3787,0.4,0.4,0.14,0.340000004,0.41,0.34,0.32,0.19,0.33,0.22,0.28,0.2,423,0.25,467,1084,1101,930,447,488,413,771,0.090000004,0.300000012,0.15,0.25,0.2,0.22,0.21
4699,2228500,Life Chiropractic College West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,71097,160860,160569,218232,214028,143157,136452,98776,136,120,141,121,88,90,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
4700,2230500,Ogle School Hair Skin Nails-Ft Worth,251,238,282,248,333,494,788,906,757,761,511463,513654,628923,593580,869655,1375525,2769214,3484361,2516900,2586241,98,37500,34050,33000,27900,41750,59139,73250,101250,117,113,101,97,171,197,266,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,3191,3214,2502,2947,3685,3464,2990,0.75,0.72,0.49,0.560000002,0.53,0.69,0.68,0.54,0.52,0.66,0.69,0,NA,0.02,8500,NA,NA,NA,4021,4017,4594,9783,0,0,0,0.01,0,0,0.01
4701,2230501,Ogle School Hair Skin Nails-Dallas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3138,3357,2637,3049,3840,3261,3040,0.8,0.73,0.45,0.589999974,0.59,0.75,0.71,0.59,0.59,0.71,0.7,0,5449,0,5027,NA,NA,NA,5229,5880,3250,3274,0,0,0,0.01,0.01,0,0.02
4702,2230502,Ogle School Hair Skin Nails-North Dallas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3417,3347,NA,NA,NA,NA,NA,0.79,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.01,8051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4703,2230600,Ogle School Hair Skin Nails-Hurst,147,176,104,92,114,145,182,187,180,324,303558,369786,184146,217498,273438,366229,638680,747950,598776,1072602,19,7500,13350,15450,13950,18000,19454,22000,18750,45,56,51,38,51,55,47,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,3239,3361,2921,2706,3804,3814,3052,0.73,0.69,0.42,0.529999971,0.54,0.58,0.67,0.54,0.54,0.6,0.67,0,NA,0.02,6046,NA,NA,NA,3869,1924,3860,6091,0,0,0,0.02,0,0.01,0.01
4704,2230601,Ogle School Hair Skin Nails-Stafford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3165,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,5201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4705,2230900,Fredrick and Charles Beauty College,24,18,49,58,58,64,61,90,63,76,60252.47,47312.62,126466,152001,155162,203404,190529,445868,218969,298476,24,5633,7778,7778,7778,7778,7778,7778,7777,21,22,22,21,44,29,26,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,5154,4406,2627,3637,3596,5015,4270,0.46,0.74,0.47,0.509999991,0.73,0.79,0.66,0.51,0.6,0.75,0.6,0,NA,0,NA,964,1209,986,1605,88,2197,NA,0.479999989,0.560000002,0.49,0.540000022,0.02,0.05,0
4706,2231600,MGH Institute of Health Professions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
4707,2231900,Gemological Institute of America-Carlsbad,10,11,42,38,38,27,29,34,32,31,27431,30826,90900,87931,107200,84112,98899,130987,124172,114379,35,70000,71400,63900,60350,62000,82500,75000,75000,103,96,69,59,59,56,42,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4186,3813,2378,2736,3973,3641,5719,0.16,0.17,0.33,0.159999996,0.22,0.17,0.33,0,0,0,0.08,0,NA,0.01,16112,NA,NA,2112,NA,NA,NA,NA,0,0,0.02,0,0,0,0
4708,2231901,Gemological Institute of America-New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3584,4134,3392,2936,1604,4398,4370,0.04,0.05,0.35,0.259999991,0.27,0.03,0.07,0.04,0.01,0.01,0.02,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4709,2232500,Union County Vocational Technical School,12,8,49,59,58,69,88,83,68,70,31920,19989,126522,134085,144798,208012,307120,276104,231368,221853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3372,3170,NA,NA,4852,3877,3401,0.5,0.48,NA,NA,0.42,0.48,0.26,0,0.18,0.45,0.65,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4710,2234000,Cameron College,70,67,139,129,142,174,208,262,262,249,214809,218522,255375,292900,430727,586854,1079484,1159357,1033792,1021270,194,137957,138558,0,131485,138557,138557,138557,138557,158,0,201,190,181,227,208,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,20691,3388,0,27297,20082,19410,20472,20592,3,0,23,12,7,7,6,4459,4106,2341,2364,4550,4670,3918,1,1,0.67,1,1,0.97,1,0.9,0.98,0.97,0.91,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4711,2234200,Keystone Technical Institute,82,82,217,163,173,182,345,433,371,341,131554.08,139015.66,488487,443768,456557,508720,1447893,1779111,1281675,1184309,133,24609,27775,23339,18133,37016,26703,52264,38205,102,88,97,176,122,218,167,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,35,18215,13889,5041,8902,21311,13222,24113,28456,11,18,25,25,26,41,41,3787,3385,2672,1761,4616,3953,3635,0.74,0.68,0.34,0.569999993,0.5,0.6,0.69,0.57,0.55,0.56,0.62,0.46,3108,0.43,3031,2700,3873,2976,2886,2629,2568,2820,0.680000007,0.970000029,0.26,0.469999999,0.44,0.32,0.38
4712,2234500,Boise Bible College,1,0,127,87,77,61,94,123,136,132,705,0,209508,222173,202163,198723,335135,499031,531619,533609,11,5280,7600,11475,11500,10000,9600,9975,10000,19,27,23,20,24,21,20,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2300,2277,2536,2956,2103,1993,2209,0.68,0.62,0.4,0.400000006,0.58,0.66,0.57,0.34,0.5,0.66,0.59,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4713,2234600,Atlantic Beauty & Spa Academy LLC,39,50,39,34,36,72,101,164,143,168,90567,115225.37,90821,81724,88871,210099,392536,659140,469910,562169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3680,3754,2480,3991,4546,4368,3830,0.81,0.95,0.64,0.649999976,0.72,0.73,0.77,0.49,0.54,0.62,0.46,0.05,5000,0.07,5000,3329,2803,NA,5119,4875,4679,4667,0.140000001,0.579999983,0,0.100000002,0.2,0.2,0.1
4714,2234900,Antilles School of Technical Careers,271,292,435,390,322,391,469,413,375,475,628866.09,728561.58,1150235,1144376,939557,1247065,1954323,1726605,1436966,1805542,135,23149,38886,48134,38795,23149,23266,23256,23148,163,228,182,117,127,167,165,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15,7025,29816,32798,27425,20071,18048,14830,13199,34,31,27,21,18,20,15,3993,4182,3194,3704,3617,3809,3781,0.84,0.92,0.91,0.850000024,0.72,0.91,0.76,0.77,0.74,0.71,0.76,0.24,163,0.52,197,200,240,228,242,293,NA,220,0.860000014,0.670000017,0.61,0.379999995,0.19,0,0.38
4715,2235600,Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,28,24,85,45,111,123,138,110,82,70,85985,65376,170850,146450,293994,345447,448476,423035,344780,333375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4600,5478,3800,3990,5479,5550,5045,1,0.92,0.58,0.959999979,0.93,0.91,0.96,0.92,0.89,0.92,0.88,1,500,0.49,1200,NA,NA,NA,NA,1200,2400,933,0,0,0,0,0.05,0.15,0.07
4716,2235900,Academy of Hair Design-Pearl,33,23,70,64,59,69,79,72,84,79,90345,51371,167560,143162,158327,179948,289009,311833,335927,288874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3498,4108,3282,1492,5350,5393,5550,0.83,1,0.64,0.879999995,0.89,0.96,1,0.55,0.53,0.77,0.67,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4717,2236400,Thanh Le College School of Cosmetology,26,18,62,61,72,80,84,85,71,57,67488.5,48546,163495,146891,195062,272917,309946,328726,272393,216843,10,6250,7804,7072,7000,7022,6978,7000,7021,16,12,8,10,12,12,13,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,5395,4163,2669,4255,3099,3636,3390,0.63,0.17,0.87,1,0.94,0.94,0.31,1,0.88,0.81,0.6,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4718,2236500,Cankdeska Cikana Community College,37,26,208,230,203,208,246,261,243,262,53167.05,28702.19,479728,539965,535883,649646,867356,938495,805376,829767,65,12764,12189,14287,13911,10010,13800,10859,13971,44,46,43,36,54,38,58,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12,7752,7285,7361,11228,12699,7673,9800,8421,9,8,8,9,15,15,19,2654,2497,3038,3434,2530,2706,2744,0.88,0.91,0.89,0.759999991,0.8,0.9,0.89,0.66,0.65,0.7,0.71,0.24,947,0.65,1054,1092,1991,578,400,705,907,923,0.340000004,0.340000004,0.37,0.059999999,0.33,0.52,0.92
4719,2236800,Professional Beauty School,14,9,75,61,60,63,68,50,39,33,42183,23600,186565,157280,179371,210586,263266,195697,148614,106791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5645,5550,4500,4866,5550,5550,5550,0.92,0.79,0.69,0.899999976,0.88,0.91,0.75,0.93,0.88,0.85,0.73,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
4720,2237200,Phillips Graduate Institute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,66406,90525,135213,218423,120011,133012,86217,67593,19,24,27,16,30,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
4721,2237500,Everest College-Henderson,363,193,664,408,551,786,1364,1286,1127,997,603577,304512,1084715,813116,1160670,1953568,4624021,4947620,3549174,3128994,97,29050,87359,52626,17833,14250,15917,22033,32075,207,115,40,46,34,67,126,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,13034,15599,13583,0,NA,NA,5255,11472,9,6,0,0,0,6,4,4936,5004,2966,4731,4956,4285,4201,0.86,0.77,0.68,0.759999991,0.86,0.76,0.86,0.64,0.69,0.78,0.78,0,NA,0,NA,248,NA,NA,NA,1000,1000,NA,0.319999993,0,0,0,0,0.02,0
